season,week,day,status,team1,team1_id,team1_score,team2,team2_id,team2_score,winning_team,stadium,city_state,game_id
2024-25,Week 1 (Oct 22 - Oct 27),10-22-2024,Final,New York Knicks,1610612752,109.0,Boston Celtics,1610612738,132.0,Boston Celtics,TD Garden,"Boston, MA",0022400061
2024-25,Week 1 (Oct 22 - Oct 27),10-22-2024,Final,Minnesota Timberwolves,1610612750,103.0,Los Angeles Lakers,1610612747,110.0,Los Angeles Lakers,Crypto.com Arena,"Los Angeles, CA",0022400062
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Indiana Pacers,1610612754,115.0,Detroit Pistons,1610612765,109.0,Indiana Pacers,Little Caesars Arena,"Detroit, MI",0022400063
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Brooklyn Nets,1610612751,116.0,Atlanta Hawks,1610612737,120.0,Atlanta Hawks,State Farm Arena,"Atlanta, GA",0022400064
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Orlando Magic,1610612753,116.0,Miami Heat,1610612748,97.0,Orlando Magic,Kaseya Center,"Miami, FL",0022400065
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Milwaukee Bucks,1610612749,124.0,Philadelphia 76ers,1610612755,109.0,Milwaukee Bucks,Wells Fargo Center,"Philadelphia, PA",0022400066
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Cleveland Cavaliers,1610612739,136.0,Toronto Raptors,1610612761,106.0,Cleveland Cavaliers,Scotiabank Arena,"Toronto, ON",0022400067
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Charlotte Hornets,1610612766,110.0,Houston Rockets,1610612745,105.0,Charlotte Hornets,Toyota Center,"Houston, TX",0022400068
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Chicago Bulls,1610612741,111.0,New Orleans Pelicans,1610612740,123.0,New Orleans Pelicans,Smoothie King Center,"New Orleans, LA",0022400069
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Memphis Grizzlies,1610612763,126.0,Utah Jazz,1610612762,124.0,Memphis Grizzlies,Delta Center,"Salt Lake City, UT",0022400070
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final/OT,Phoenix Suns,1610612756,116.0,LA Clippers,1610612746,113.0,Phoenix Suns,Intuit Dome,"Inglewood, CA",0022400071
2024-25,Week 1 (Oct 22 - Oct 27),10-23-2024,Final,Golden State Warriors,1610612744,140.0,Portland Trail Blazers,1610612757,104.0,Golden State Warriors,Moda Center,"Portland, OR",0022400072
2024-25,Week 1 (Oct 22 - Oct 27),10-24-2024,Final,Boston Celtics,1610612738,122.0,Washington Wizards,1610612764,102.0,Boston Celtics,Capital One Arena,"Washington, DC",0022400073
2024-25,Week 1 (Oct 22 - Oct 27),10-24-2024,Final,San Antonio Spurs,1610612759,109.0,Dallas Mavericks,1610612742,120.0,Dallas Mavericks,American Airlines Center,"Dallas, TX",0022400074
2024-25,Week 1 (Oct 22 - Oct 27),10-24-2024,Final,Oklahoma City Thunder,1610612760,102.0,Denver Nuggets,1610612743,87.0,Oklahoma City Thunder,Ball Arena,"Denver, CO",0022400075
2024-25,Week 1 (Oct 22 - Oct 27),10-24-2024,Final,Minnesota Timberwolves,1610612750,117.0,Sacramento Kings,1610612758,115.0,Minnesota Timberwolves,Golden 1 Center,"Sacramento, CA",0022400076
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Brooklyn Nets,1610612751,101.0,Orlando Magic,1610612753,116.0,Orlando Magic,Kia Center,"Orlando, FL",0022400077
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Philadelphia 76ers,1610612755,107.0,Toronto Raptors,1610612761,115.0,Toronto Raptors,Scotiabank Arena,"Toronto, ON",0022400078
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Charlotte Hornets,1610612766,120.0,Atlanta Hawks,1610612737,125.0,Atlanta Hawks,State Farm Arena,"Atlanta, GA",0022400079
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Detroit Pistons,1610612765,101.0,Cleveland Cavaliers,1610612739,113.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400080
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Indiana Pacers,1610612754,98.0,New York Knicks,1610612752,123.0,New York Knicks,Madison Square Garden,"New York, NY",0022400081
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Memphis Grizzlies,1610612763,108.0,Houston Rockets,1610612745,128.0,Houston Rockets,Toyota Center,"Houston, TX",0022400082
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Chicago Bulls,1610612741,133.0,Milwaukee Bucks,1610612749,122.0,Chicago Bulls,Fiserv Forum,"Milwaukee, WI",0022400083
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Golden State Warriors,1610612744,127.0,Utah Jazz,1610612762,86.0,Golden State Warriors,Delta Center,"Salt Lake City, UT",0022400084
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,Phoenix Suns,1610612756,116.0,Los Angeles Lakers,1610612747,123.0,Los Angeles Lakers,Crypto.com Arena,"Los Angeles, CA",0022400085
2024-25,Week 1 (Oct 22 - Oct 27),10-25-2024,Final,New Orleans Pelicans,1610612740,105.0,Portland Trail Blazers,1610612757,103.0,New Orleans Pelicans,Moda Center,"Portland, OR",0022400086
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,LA Clippers,1610612746,109.0,Denver Nuggets,1610612743,104.0,LA Clippers,Ball Arena,"Denver, CO",0022400087
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Miami Heat,1610612748,114.0,Charlotte Hornets,1610612766,106.0,Miami Heat,Spectrum Center,"Charlotte, NC",0022400088
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Boston Celtics,1610612738,124.0,Detroit Pistons,1610612765,118.0,Boston Celtics,Little Caesars Arena,"Detroit, MI",0022400089
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Cleveland Cavaliers,1610612739,135.0,Washington Wizards,1610612764,116.0,Cleveland Cavaliers,Capital One Arena,"Washington, DC",0022400090
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Oklahoma City Thunder,1610612760,114.0,Chicago Bulls,1610612741,95.0,Oklahoma City Thunder,United Center,"Chicago, IL",0022400091
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Orlando Magic,1610612753,111.0,Memphis Grizzlies,1610612763,124.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400092
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Toronto Raptors,1610612761,101.0,Minnesota Timberwolves,1610612750,112.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022400093
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Houston Rockets,1610612745,106.0,San Antonio Spurs,1610612759,109.0,San Antonio Spurs,Frost Bank Center,"San Antonio, TX",0022400094
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Dallas Mavericks,1610612742,102.0,Phoenix Suns,1610612756,114.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400095
2024-25,Week 1 (Oct 22 - Oct 27),10-26-2024,Final,Sacramento Kings,1610612758,127.0,Los Angeles Lakers,1610612747,131.0,Los Angeles Lakers,Crypto.com Arena,"Los Angeles, CA",0022400096
2024-25,Week 1 (Oct 22 - Oct 27),10-27-2024,Final/OT,Philadelphia 76ers,1610612755,118.0,Indiana Pacers,1610612754,114.0,Philadelphia 76ers,Gainbridge Fieldhouse,"Indianapolis, IN",0022400097
2024-25,Week 1 (Oct 22 - Oct 27),10-27-2024,Final,Milwaukee Bucks,1610612749,102.0,Brooklyn Nets,1610612751,115.0,Brooklyn Nets,Barclays Center,"Brooklyn, NY",0022400098
2024-25,Week 1 (Oct 22 - Oct 27),10-27-2024,Final,New Orleans Pelicans,1610612740,103.0,Portland Trail Blazers,1610612757,125.0,Portland Trail Blazers,Moda Center,"Portland, OR",0022400099
2024-25,Week 1 (Oct 22 - Oct 27),10-27-2024,Final,Atlanta Hawks,1610612737,104.0,Oklahoma City Thunder,1610612760,128.0,Oklahoma City Thunder,Paycom Center,"Oklahoma City, OK",0022400100
2024-25,Week 1 (Oct 22 - Oct 27),10-27-2024,Final,LA Clippers,1610612746,112.0,Golden State Warriors,1610612744,104.0,LA Clippers,Chase Center,"San Francisco, CA",0022400101
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Indiana Pacers,1610612754,115.0,Orlando Magic,1610612753,119.0,Orlando Magic,Kia Center,"Orlando, FL",0022400102
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Washington Wizards,1610612764,121.0,Atlanta Hawks,1610612737,119.0,Washington Wizards,State Farm Arena,"Atlanta, GA",0022400103
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Milwaukee Bucks,1610612749,108.0,Boston Celtics,1610612738,119.0,Boston Celtics,TD Garden,"Boston, MA",0022400104
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Detroit Pistons,1610612765,98.0,Miami Heat,1610612748,106.0,Miami Heat,Kaseya Center,"Miami, FL",0022400105
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Cleveland Cavaliers,1610612739,110.0,New York Knicks,1610612752,104.0,Cleveland Cavaliers,Madison Square Garden,"New York, NY",0022400106
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final/OT,Denver Nuggets,1610612743,127.0,Toronto Raptors,1610612761,125.0,Denver Nuggets,Scotiabank Arena,"Toronto, ON",0022400107
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Chicago Bulls,1610612741,126.0,Memphis Grizzlies,1610612763,123.0,Chicago Bulls,FedExForum,"Memphis, TN",0022400108
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Houston Rockets,1610612745,106.0,San Antonio Spurs,1610612759,101.0,Houston Rockets,Frost Bank Center,"San Antonio, TX",0022400109
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Utah Jazz,1610612762,102.0,Dallas Mavericks,1610612742,110.0,Dallas Mavericks,American Airlines Center,"Dallas, TX",0022400110
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Los Angeles Lakers,1610612747,105.0,Phoenix Suns,1610612756,109.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400111
2024-25,Week 2 (Oct 28 - Nov 3),10-28-2024,Final,Portland Trail Blazers,1610612757,98.0,Sacramento Kings,1610612758,111.0,Sacramento Kings,Golden 1 Center,"Sacramento, CA",0022400112
2024-25,Week 2 (Oct 28 - Nov 3),10-29-2024,Final/OT,Denver Nuggets,1610612743,144.0,Brooklyn Nets,1610612751,139.0,Denver Nuggets,Barclays Center,"Brooklyn, NY",0022400113
2024-25,Week 2 (Oct 28 - Nov 3),10-29-2024,Final,Dallas Mavericks,1610612742,120.0,Minnesota Timberwolves,1610612750,114.0,Dallas Mavericks,Target Center,"Minneapolis, MN",0022400114
2024-25,Week 2 (Oct 28 - Nov 3),10-29-2024,Final,Sacramento Kings,1610612758,113.0,Utah Jazz,1610612762,96.0,Sacramento Kings,Delta Center,"Salt Lake City, UT",0022400115
2024-25,Week 2 (Oct 28 - Nov 3),10-29-2024,Final,New Orleans Pelicans,1610612740,106.0,Golden State Warriors,1610612744,124.0,Golden State Warriors,Chase Center,"San Francisco, CA",0022400116
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Toronto Raptors,1610612761,133.0,Charlotte Hornets,1610612766,138.0,Charlotte Hornets,Spectrum Center,"Charlotte, NC",0022400117
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Los Angeles Lakers,1610612747,110.0,Cleveland Cavaliers,1610612739,134.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400118
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final/OT,Boston Celtics,1610612738,132.0,Indiana Pacers,1610612754,135.0,Indiana Pacers,Gainbridge Fieldhouse,"Indianapolis, IN",0022400119
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Detroit Pistons,1610612765,105.0,Philadelphia 76ers,1610612755,95.0,Detroit Pistons,Wells Fargo Center,"Philadelphia, PA",0022400120
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Atlanta Hawks,1610612737,120.0,Washington Wizards,1610612764,133.0,Washington Wizards,Capital One Arena,"Washington, DC",0022400121
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,New York Knicks,1610612752,116.0,Miami Heat,1610612748,107.0,New York Knicks,Kaseya Center,"Miami, FL",0022400122
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Orlando Magic,1610612753,99.0,Chicago Bulls,1610612741,102.0,Chicago Bulls,United Center,"Chicago, IL",0022400123
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Brooklyn Nets,1610612751,119.0,Memphis Grizzlies,1610612763,106.0,Brooklyn Nets,FedExForum,"Memphis, TN",0022400124
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,San Antonio Spurs,1610612759,93.0,Oklahoma City Thunder,1610612760,105.0,Oklahoma City Thunder,Paycom Center,"Oklahoma City, OK",0022400125
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,New Orleans Pelicans,1610612740,89.0,Golden State Warriors,1610612744,104.0,Golden State Warriors,Chase Center,"San Francisco, CA",0022400126
2024-25,Week 2 (Oct 28 - Nov 3),10-30-2024,Final,Portland Trail Blazers,1610612757,106.0,LA Clippers,1610612746,105.0,Portland Trail Blazers,Intuit Dome,"Inglewood, CA",0022400127
2024-25,Week 2 (Oct 28 - Nov 3),10-31-2024,Final,Milwaukee Bucks,1610612749,99.0,Memphis Grizzlies,1610612763,122.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400128
2024-25,Week 2 (Oct 28 - Nov 3),10-31-2024,Final,Houston Rockets,1610612745,108.0,Dallas Mavericks,1610612742,102.0,Houston Rockets,American Airlines Center,"Dallas, TX",0022400129
2024-25,Week 2 (Oct 28 - Nov 3),10-31-2024,Final,San Antonio Spurs,1610612759,106.0,Utah Jazz,1610612762,88.0,San Antonio Spurs,Delta Center,"Salt Lake City, UT",0022400130
2024-25,Week 2 (Oct 28 - Nov 3),10-31-2024,Final,Phoenix Suns,1610612756,125.0,LA Clippers,1610612746,119.0,Phoenix Suns,Intuit Dome,"Inglewood, CA",0022400131
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Boston Celtics,1610612738,124.0,Charlotte Hornets,1610612766,109.0,Boston Celtics,Spectrum Center,"Charlotte, NC",0022400132
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Orlando Magic,1610612753,109.0,Cleveland Cavaliers,1610612739,120.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400133
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,New York Knicks,1610612752,128.0,Detroit Pistons,1610612765,98.0,New York Knicks,Little Caesars Arena,"Detroit, MI",0022400134
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Sacramento Kings,1610612758,123.0,Atlanta Hawks,1610612737,115.0,Sacramento Kings,State Farm Arena,"Atlanta, GA",0022400135
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Chicago Bulls,1610612741,112.0,Brooklyn Nets,1610612751,120.0,Brooklyn Nets,Barclays Center,"Brooklyn, NY",0022400136
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Los Angeles Lakers,1610612747,131.0,Toronto Raptors,1610612761,125.0,Los Angeles Lakers,Scotiabank Arena,"Toronto, ON",0022400137
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Indiana Pacers,1610612754,118.0,New Orleans Pelicans,1610612740,125.0,New Orleans Pelicans,Smoothie King Center,"New Orleans, LA",0022400138
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Denver Nuggets,1610612743,116.0,Minnesota Timberwolves,1610612750,119.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022400139
2024-25,Week 2 (Oct 28 - Nov 3),11-01-2024,Final,Oklahoma City Thunder,1610612760,137.0,Portland Trail Blazers,1610612757,114.0,Oklahoma City Thunder,Moda Center,"Portland, OR",0022400140
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Boston Celtics,1610612738,113.0,Charlotte Hornets,1610612766,103.0,Boston Celtics,Spectrum Center,"Charlotte, NC",0022400141
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Memphis Grizzlies,1610612763,124.0,Philadelphia 76ers,1610612755,107.0,Memphis Grizzlies,Wells Fargo Center,"Philadelphia, PA",0022400142
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final/OT,Sacramento Kings,1610612758,128.0,Toronto Raptors,1610612761,131.0,Toronto Raptors,Scotiabank Arena,"Toronto, ON",0022400143
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final/OT,Golden State Warriors,1610612744,127.0,Houston Rockets,1610612745,121.0,Golden State Warriors,Toyota Center,"Houston, TX",0022400144
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Cleveland Cavaliers,1610612739,114.0,Milwaukee Bucks,1610612749,113.0,Cleveland Cavaliers,Fiserv Forum,"Milwaukee, WI",0022400145
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Minnesota Timberwolves,1610612750,103.0,San Antonio Spurs,1610612759,113.0,San Antonio Spurs,Frost Bank Center,"San Antonio, TX",0022400146
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Miami Heat,1610612748,118.0,Washington Wizards,1610612764,98.0,Miami Heat,Arena CDMX,"Mexico City, MX",0022400147
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Utah Jazz,1610612762,103.0,Denver Nuggets,1610612743,129.0,Denver Nuggets,Ball Arena,"Denver, CO",0022400148
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Portland Trail Blazers,1610612757,97.0,Phoenix Suns,1610612756,103.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400149
2024-25,Week 2 (Oct 28 - Nov 3),11-02-2024,Final,Oklahoma City Thunder,1610612760,105.0,LA Clippers,1610612746,92.0,Oklahoma City Thunder,Intuit Dome,"Inglewood, CA",0022400150
2024-25,Week 2 (Oct 28 - Nov 3),11-03-2024,Final,Detroit Pistons,1610612765,106.0,Brooklyn Nets,1610612751,92.0,Detroit Pistons,Barclays Center,"Brooklyn, NY",0022400151
2024-25,Week 2 (Oct 28 - Nov 3),11-03-2024,Final,Atlanta Hawks,1610612737,126.0,New Orleans Pelicans,1610612740,111.0,Atlanta Hawks,Smoothie King Center,"New Orleans, LA",0022400152
2024-25,Week 2 (Oct 28 - Nov 3),11-03-2024,Final,Orlando Magic,1610612753,85.0,Dallas Mavericks,1610612742,108.0,Dallas Mavericks,American Airlines Center,"Dallas, TX",0022400153
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Milwaukee Bucks,1610612749,114.0,Cleveland Cavaliers,1610612739,116.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400154
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Golden State Warriors,1610612744,125.0,Washington Wizards,1610612764,112.0,Golden State Warriors,Capital One Arena,"Washington, DC",0022400155
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Los Angeles Lakers,1610612747,103.0,Detroit Pistons,1610612765,115.0,Detroit Pistons,Little Caesars Arena,"Detroit, MI",0022400156
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Boston Celtics,1610612738,123.0,Atlanta Hawks,1610612737,93.0,Boston Celtics,State Farm Arena,"Atlanta, GA",0022400157
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Memphis Grizzlies,1610612763,104.0,Brooklyn Nets,1610612751,106.0,Brooklyn Nets,Barclays Center,"Brooklyn, NY",0022400158
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Sacramento Kings,1610612758,111.0,Miami Heat,1610612748,110.0,Sacramento Kings,Kaseya Center,"Miami, FL",0022400159
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Utah Jazz,1610612762,135.0,Chicago Bulls,1610612741,126.0,Utah Jazz,United Center,"Chicago, IL",0022400160
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,New York Knicks,1610612752,97.0,Houston Rockets,1610612745,109.0,Houston Rockets,Toyota Center,"Houston, TX",0022400161
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Charlotte Hornets,1610612766,93.0,Minnesota Timberwolves,1610612750,114.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022400162
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Orlando Magic,1610612753,86.0,Oklahoma City Thunder,1610612760,102.0,Oklahoma City Thunder,Paycom Center,"Oklahoma City, OK",0022400163
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Portland Trail Blazers,1610612757,118.0,New Orleans Pelicans,1610612740,100.0,Portland Trail Blazers,Smoothie King Center,"New Orleans, LA",0022400164
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Indiana Pacers,1610612754,134.0,Dallas Mavericks,1610612742,127.0,Indiana Pacers,American Airlines Center,"Dallas, TX",0022400165
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Toronto Raptors,1610612761,119.0,Denver Nuggets,1610612743,121.0,Denver Nuggets,Ball Arena,"Denver, CO",0022400166
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,Philadelphia 76ers,1610612755,116.0,Phoenix Suns,1610612756,118.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400167
2024-25,Week 3 (Nov 4 - Nov 10),11-04-2024,Final,San Antonio Spurs,1610612759,104.0,LA Clippers,1610612746,113.0,LA Clippers,Intuit Dome,"Inglewood, CA",0022400168
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Detroit Pistons,1610612765,107.0,Charlotte Hornets,1610612766,108.0,Charlotte Hornets,Spectrum Center,"Charlotte, NC",0022400169
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Orlando Magic,1610612753,111.0,Indiana Pacers,1610612754,118.0,Indiana Pacers,Gainbridge Fieldhouse,"Indianapolis, IN",0022400170
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,New York Knicks,1610612752,116.0,Atlanta Hawks,1610612737,121.0,Atlanta Hawks,State Farm Arena,"Atlanta, GA",0022400171
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Golden State Warriors,1610612744,118.0,Boston Celtics,1610612738,112.0,Golden State Warriors,TD Garden,"Boston, MA",0022400172
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,San Antonio Spurs,1610612759,100.0,Houston Rockets,1610612745,127.0,Houston Rockets,Toyota Center,"Houston, TX",0022400173
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Los Angeles Lakers,1610612747,114.0,Memphis Grizzlies,1610612763,131.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400174
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Cleveland Cavaliers,1610612739,131.0,New Orleans Pelicans,1610612740,122.0,Cleveland Cavaliers,Smoothie King Center,"New Orleans, LA",0022400175
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Chicago Bulls,1610612741,99.0,Dallas Mavericks,1610612742,119.0,Dallas Mavericks,American Airlines Center,"Dallas, TX",0022400176
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Oklahoma City Thunder,1610612760,122.0,Denver Nuggets,1610612743,124.0,Denver Nuggets,Ball Arena,"Denver, CO",0022400177
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Miami Heat,1610612748,112.0,Phoenix Suns,1610612756,115.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400178
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Philadelphia 76ers,1610612755,98.0,LA Clippers,1610612746,110.0,LA Clippers,Intuit Dome,"Inglewood, CA",0022400179
2024-25,Week 3 (Nov 4 - Nov 10),11-06-2024,Final,Toronto Raptors,1610612761,107.0,Sacramento Kings,1610612758,122.0,Sacramento Kings,Golden 1 Center,"Sacramento, CA",0022400180
2024-25,Week 3 (Nov 4 - Nov 10),11-07-2024,Final,Minnesota Timberwolves,1610612750,135.0,Chicago Bulls,1610612741,119.0,Minnesota Timberwolves,United Center,"Chicago, IL",0022400181
2024-25,Week 3 (Nov 4 - Nov 10),11-07-2024,Final,Utah Jazz,1610612762,100.0,Milwaukee Bucks,1610612749,123.0,Milwaukee Bucks,Fiserv Forum,"Milwaukee, WI",0022400182
2024-25,Week 3 (Nov 4 - Nov 10),11-07-2024,Final,Portland Trail Blazers,1610612757,105.0,San Antonio Spurs,1610612759,118.0,San Antonio Spurs,Frost Bank Center,"San Antonio, TX",0022400183
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Indiana Pacers,1610612754,83.0,Charlotte Hornets,1610612766,103.0,Charlotte Hornets,Spectrum Center,"Charlotte, NC",0022400184
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Atlanta Hawks,1610612737,121.0,Detroit Pistons,1610612765,122.0,Detroit Pistons,Little Caesars Arena,"Detroit, MI",0022400185
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,New Orleans Pelicans,1610612740,88.0,Orlando Magic,1610612753,115.0,Orlando Magic,Kia Center,"Orlando, FL",0022400186
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final/OT,Brooklyn Nets,1610612751,104.0,Boston Celtics,1610612738,108.0,Boston Celtics,TD Garden,"Boston, MA",0022400187
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Golden State Warriors,1610612744,117.0,Cleveland Cavaliers,1610612739,136.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400188
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Milwaukee Bucks,1610612749,94.0,New York Knicks,1610612752,116.0,New York Knicks,Madison Square Garden,"New York, NY",0022400189
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Phoenix Suns,1610612756,114.0,Dallas Mavericks,1610612742,113.0,Phoenix Suns,American Airlines Center,"Dallas, TX",0022400190
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Washington Wizards,1610612764,104.0,Memphis Grizzlies,1610612763,128.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400191
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Houston Rockets,1610612745,107.0,Oklahoma City Thunder,1610612760,126.0,Oklahoma City Thunder,Paycom Center,"Oklahoma City, OK",0022400192
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Portland Trail Blazers,1610612757,102.0,Minnesota Timberwolves,1610612750,127.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022400193
2024-25,Week 3 (Nov 4 - Nov 10),11-08-2024,Final,Miami Heat,1610612748,122.0,Denver Nuggets,1610612743,135.0,Denver Nuggets,Ball Arena,"Denver, CO",0022400194
